text,label
2 제가 수업자료에는 없는 내용을 연습하던 중 그래프에 네모 형태의 결과가 출력되었습니다 즉 타이틀을 이커머스 시장 규모로 설정했을 시 타이틀이 글자가 아닌 사각형 형태로 출력됩니다 문의사항과 관련된 내용의 이미지를 첨부하였습니다 바쁘실 텐데 죄송합니다 감사합니다  ,코드2
어제 코딩 마스터스 실행이 제대로 안되고 자원 할당 문제가 있었는데 지금은 잘됩니다,시스템 운영
실습 중 상위 25개 행 하위 25개 행을 어떻게 추출하는지 모르겠습니다 ,코드2
def bodylengthsoup    try        bodyLen  strsoupbodytext        return floatbodylen    except        return 00    bodylen  for index row in dfiterrows    soup  BeautifulSouprowhtmlcode htmlparser    bodylenappendbodylengthsoup    dfbodylength  bodylendfbodylen 관련 코딩에 오류가 있는지 글자 길이가 00으로만 나옵니다 또 잘못된 열을 제거하고 싶은데 어떻게 코드를 입력해야 하는지 여쭤봅니다,웹
피드백 요청합니다 where와 what의 차이점과 how와 전략 요소 차이점이 헷갈립니다,이론
실습 2 피드백 부탁드립니다 1번의 고객사의 고객을 하나로만 정해야 하나요 예를 들어 농부랑 농산물을 구매하는 소비자 둘 다의 니즈를 적으면 안 되나요,이론
판다 그를 불러왔는데 안돼서요 왜 그런지 알려주시면 감사하겠습니다,코드2
d021001webserver에서 vpc 연결을 잘못되었는데 수정할 수 있는 방법이 있을까요 ,웹
shape 가 11 이 나오는데 왜 그럴까요,코드2
streamlit을 사용하는 이유에 대해서 아직 잘 모르겠습니다,이론
말씀 주신 대로 수정하니 아래 에러가 발생을 합니다 제가 어느 부분을 놓치고 있는지 잘 모르겠네요 dftotal 기준일 IDpdtodatetimedftotal 기준일 ID formatYmddftotalyeardftotal 시간 대구 분 dtyeardftotalmonthdftotal 시간 대구 분 dtmonthdftotaldaydftotal 시간 대구 분 dtdayCan only use dt accessor with datetimelike values,코드2
,코드2
실습 3 피드백 요청합니다 HOW TO Compete 부분이 어떻게 해야 할지 궁금합니다,이론
,코드2
xtraincounts  countvectfittransformnounstext의 shape는 nounstext의 len 숫자 이런 꼴로 나오면 맞나요 ,코드2
하지만 에러코드가 Found input variables with inconsistent numbers of samples 16071 32142가 뜨면서 진행이 안되는데 뭐가 원인 인가 요도 대체 이걸 해야 이번 미니 프로젝트를 수월하게 진행이 될 거 같은데,코드2
01php를 브라우저에서 확인할 수 없었던 상황에 대해서 대처 방법을 한번 정리해 주시면 감사하겠습니다,웹
강사님과 동일하게 urls의 주석 다 풀고 저장해서 진행했는데도 404 뜨네요 왜 그런 걸까요,웹
셀프 테스트 AI 모델 해석 평가 Shapley Value 문제 질문드립니다 Shapley Value 문제 보기 1번에 조합의 전체 feature로 예측한 값에서 특정 변수를 빼고 예측한 값을 기여도로 계산한다고 쓰여있는데 오타가 난 것 같아 문의드립니다 조합의 전체 feature로 예측한 값에서 특정 변수를 빼고 예측한 값을 뺀 값을 기여도로 계산한다고 이해하면 되는 것이 맞을까요,이론
,코드2
안녕하세요 시간에 대해서 unpivot column 한다는데 이게 무슨 의미인가요 감사합니다 ,이론
1 대 1 원격조종으로 문제 해결 위해 남겨둔 질문입니다,원격
dfdropduplicates를 통해서 중복 데이터를 지우려고 했으나 중복 데이터가 잡히지 않는지 아무런 차이가 없습니다 중복 데이터 확인 방법을 알려주시고 어떻게 해야 중복 데이터를 지울 수 있는지 알려주세요,코드2
그냥 enumerate는 안 되는데 enumerate는 list와 for 반복문에서만 사용되나요,코드1
왜 틀렸는지 모르겠는 문제들이 너무 많아서 그러는데 코딩 마스터스  기간 후 정답 알려 주시나요,시스템 운영
조인이 되지 않아요 sales  pdmergeorders products onProductID howinnersales1  pdmergesales customers onCustomerID howinnersales1head,코드2
현재 viewspy 소스코드 부분을 하고 있는데요 어떻게 바꿔야 할지 엄두가 나지 않습니다 지난주 강의자료들을 확인했지만 어떤 내용인지 모르겠더라고요 혹시 참고할만 강의자료가 있었는지 아니면 구글에 검색할 keywords가 있을지 궁금합니다,웹
제가 실력이 많이 부족해서 실시간으로 하는 수업을 들을 때 한 번에 이해가 가지 않아요 그래서 복습 영상을 매우 자주 보는 편인데 복습 영상 올라오는 시간이 당일이 아닌 익일 17시 10분이라 이해를 못 한 상태로 다음날 수업을 듣습니다 그렇다 보니 다음날 수업도 이해가 가지 않는 상황이 되었습니다  당일에 바로는 아니더라도 18시나 19시 이후에 올려주실 수는 없나요 이게 어렵다면 강의를 볼 수 있는 기한을 좀 늘려주셨으면 좋겠습니다,시스템 운영
장고 모듈이 없다고 하여 진도를 따라갈 수가 없습니다 오전에는 문제가 없었는데 어떤 문제일까요,웹
part7 168page 22번 URL에 접속하면 에러가 뜹니다 어느 부분이 잘못됐을까 요리점은 도쿄였고 두 개 전부다 생성했습니다 ,웹
제출은 어떤 걸 하나요,시스템 운영
y  ax1bx2와 같이 다수의 feature를 사용할 때 layersinput을 사용하여 x1 x2를 따로따로 만들어 주어야 하나요 아니면 어떻게 해야 하나요 만약 layersinputshape  3처럼 다수의 노드가 주어지는 경우로 코딩했다면 fit에서 어떠한 변수가 어디에 들어가는지 지정하거나 순서를 정해서 넣어야 하나요,코드2
How to Compete의 정보원 설정이 어려웠습니다 관련해서 팁 같은 것이 있을까요 How to Compete은 개선 방법 혹은 신규 콘텐츠 제작 방안이라고 이해했는데 맞게 이해한 것일까요 맞는다면 해당 카테고리 정보원으로 AB Test 등이 포함될 수 있을까요,이론
실습 10피드백 요청드립니다 추가로 질문이 있어 남깁니다 제가 사업 파트너 부분에 이익과 손해를 적지 못했는데 연맹에서 2개의 구장에만 모두의 드리블 캠페인을 진행하여 아직 전 구장에 무장애 길 데이터를 보유하고 있지 않은 상황입니다 이를 어떤 식으로 이익과 손해를 표현해야 할지 감이 잡히지 않습니다 다만 이에 대한 대안만 생각나서 이익과 손해 칸을 비워두었는데 이럴 경우 어떻게 접근을 해야 할 수 있는 방법이 있을까요,이론
안녕하세요 질문이 있어 문의 남겼습니다 정규화와 표준화의 차이점은 무엇인 가요 다음 수업 시간에 짚고 넘어가신다 하셨는데 아직 진행되지 않아서요 감사합니다,이론
 대여소별 이용건수 TOP 10tmp  bikegroupbyby 대여소 asindexFalse 이용건수 sumtmpsortvaluesby 이용건수 ascendingFalsehead10 시각화 pltfigurefigsize105pltbartmp 대여소 tmp 이용건수 plttitle 대여소별 이용건수 pltshow 코드에서 무한 루프에서 나오지 않습니다,코드2
cv2 라이브러리로 이미지를 자르려고 하는데 오류가 뜹니다 i1shape gt 188 250 3i1face  i175125 75125copycv2imshowi1faceAttributeError                            Traceback most recent call last in       1 i1face  i175125 75125copygt 2 cv2imshowi1faceusrlocallibpython37distpackagesgooglecolabpatchesinitpy in cv2imshowa     16       image     17   gt 18   a  aclip0 255astypeuint8     19    cv2 stores colors as BGR convert to RGB     20   if andim  3AttributeError builtinfunctionormethod object has no attribute clip 뭐가 문제일까요 ,코드2
질문 1 imexport12  imexportlocimexportyear202112 copyimexport12sortvaluesbybalPayments ascendingFalse inplaceTruehead10위의 코딩에서 첫 줄에 copy를 넣어주지 않고 sortvalues에서 inplace로 반영하면 오류가 뜨는데 그 이유를 다시 듣고 싶어서 문의 남깁니다 질문 2코딩 마스터스 사용법을 몰라서 문의 남깁니다 기본적으로 7번째 줄까지는 입력이 되어있는데 문제를 풀 경우 8번째 줄부터 작성을 하면 되는 것일까요 첨부된 파일은 코딩 마스터스의 회전 초밥 문제입니다 항상 답변 감사드립니다,코드2
,코드2
RTB의 근거를 잘 모르겠습니다 드림 어스 컴퍼니는 FLO라는 음원 서비스도 운영하며 이전 사명이 아이리버로 현재는 음향기기 및 전자기기 제조 및 판매도 하고 있는 것 같습니다 해서 고도화된 음원 추천 서비스를 통해 기존 고객 유지와 개인 맞춤형 문화생활을 추천하고자 합니다 개인 맞춤형 문화생활로 앱 만족도를 높이고 많은 공연예술 회사와 협업으로 브랜드 인지도와 추가 고객 유입을 생각했습니다 또 음향기기를 제작 및 판매하고 있기 때문에 음원 서비스와 함께 엮어보고 싶은데 조금 어려워서 잠시 빼두었습니다 제가 의도한 대로 실습을 작성한 건지 궁금합니다,이론
강사님께서 프로그램 다 종료하고 다시 가이드대로 해보라고 하셨는데도 계속 버추얼 네 워크 어댑터 ip 확인이 불가합니다 원격 요청드려도 될까요,원격
문제풀이 중에 이상한 점이 있어 질문 남깁니다 빈칸으로부터 과거 4일 사이의 값들의 평균을 계산하고라는 문제가 있는데 기준일이 19일이면 앞에 슬라이드 싱이 1519 가 되어야 15161718이 되어 4일 아닌가요 1518이라고 되어있는데 18은 포함 안 되는 것으로 알고 있어 질문 남깁니다,이론
를로 치환하려고 하는데 replace라고 입력하면의 결과가 나옵니다 어떻게 하면 될까요 그리고 질문 등록을 하면 빈칸으로 문의가 되길래  캡처화면으로 등록합니다,코드1
5번의 상단에 user01webpage가 업데이트되었다는 문구를 확인하라고 하는데 실제로는 d021008APIservice가 업데이트되었다고 뜹니다,웹
출력값이 이상합니다 모든 헹 합치기 pop  pdconcatpop01pop02 joininner axis  0 확인 pop 위에 코드도 다시 실행하고 왔는데 결괏값이 인덱스만 나옵니다,코드2
문제 리스트 a에 23 3 16 45 11을 저장하고 append로 99를 추가한 뒤 리스트  리스트 형태를 사용하여 100을 추가하세요 리스트 a  23 3 16 45 11리스트 a  리스트 aappend99  list100print 리스트 a 오류가 뜨는데 어디 부분을 수정해야 하나요,코드1
result  pdDataFrameytest   Actual 실제 값 resultcolumns  ActualresultPredict  ypredresultresetindexdropTrue inplaceTrueresult이 코드 다시 설명해 주실 수 있나요  ,코드2
실습 4  포지셔닝 맵입니다 OTT에서의 세분화 기준을 잘 못 잡은 것 같습니다,이론
실습 3 피드백 부탁드립니다 HOW TO COMPETE는 무엇인가요 ,이론
딥러닝을 사용하기 위해 단어 임베딩을 사용하려 하는데 궁금한 점이 생겨 문의드리고자 합니다 튜토리얼에서 했던 것과 유사하게 명사와 특수문자를 구분하여 사전을 만들고 이를 통해 sequence vector를 만들려고 합니다 Pytorch를 사용하기 때문에 사전을 따로 만들려고 합니다 1 단어 사전을 만들 때 한 문장을 기준으로 해야 하나요 아니면 전체 글을 기준으로 해야 하나요 11 전체 글을 기준으로 한다면 train과 validation에 대해 따로 사전을 생성해 줘야 하나요 12 전체 글을 기준으로 한다면 dataset을 정의할 때 raw 데이터를 사전에서 찾아 lookuptensor로 변환하는 과정을 일반적으로 진행하나요,이론
혹시 AICE 관련해서도 여쭈어봐도 되나요 도중에 코드 에러가 나면 아래 코드가 정답이라 해도 모두 0점 처리가 되는지 궁금해서요 질문이 안된다면 죄송합니다,시스템 운영
3 스태킹 수치 cvscore가 accuracyscore보다 성능이 낮던데 그럼 그냥 accuracyscore를 사용하면 되는 걸까요 코드도 같이 첨부하겠습니다 감사합니다,코드2
11 커뮤니티 답변 확인 창이 클릭을 하여도 오류로 인해 하얀색 화면만 보여 문의드립니다 문의 내용은 코딩 마스터스 RGB 문제에 관한 문의였습니다,시스템 운영
25일에 응시한 코딩 테스트 결과를 확인하지 못해 혹시 이를 확인할 수 있는지 여쭤보기 위해 문의드립니다 현재 코딩 테스트 사이트에 접속 시 테스트가 종료되었습니다라는 문구가 뜨며 내용을 확인할 수 없는 상황입니다,시스템 운영
nng  word for word tag in mecabsplittagger mysentence True if tag  NNG 이거와 mecabsplit 함수에 대해 설명 부탁드려도 괜찮을까요,코드2
코마 문제를 푸는데 테스트 셋에서 하나만 계속 FAIL이 뜨는 데 왜 그런 거죠 N  intinputai  listmapint inputsplitcnt  0while lensetai  1    if maxaiminai gt 1        cnt  1        aiaiindexmaxai  1        aiaiindexminai  1    else        cnt  1        aiaiindexmaxai  1        printcnt이 코드인데 주피터 노트북으로 계속 돌려봐도 모르겠습니다 힌트라도 알 수 있을까요,코드1
계속 같은 질문드려서 죄송합니다 제가 좀 찾아보니 파이 토치 엔진이 백그라운드에서 실행되는데 파이 토치 엔진이 동적 메모리로 할당되고 파이썬에서 사용한 모든 인터페이스는 파이 토치 엔진에 영향 가중치 업데이트 클래스 오버라이드 등 준다고 생각하면 될까요 loss나 optimizer의 함수들이 사용자가 오버라이드 한 모델 class에 영향을 주는 원리가 위와 같은지 모호하네요 모델 class에 직접적으로 선언하거나 파라미터로 전달되지 않는데 가중치가 업데이트되는 부분,이론
,코드2
딥러닝 실행 시 로스 값과 나머지들의 값이 이상하게 측정됩니다 어떻게 해야 할까요,코드2
2 flatten 레이어가 2차원인 데이터를 1차원으로 반환해 준다고 하셨는데 reshape 후에 flatten 레이어를 쓰면 문제가 있나요,코드2
1개의 변수와 타깃 비교 시에 상관계수 tvalue를 분석하는 것과 단순 회귀의 모형을 사용해서 회귀계수랑 절편을 알아보고 R2score MAE 등을 알아보는 것과 어떤 차이가 있나요 그냥 어떤 평 가시을 사용하냐의 차이이고 어떤 평가 지표가 더 중요하다는 의미는 없는 건가요 나중에 프로젝트를 하게 되면 상관계수부터 회귀 분류로 뽑을 수 있는 평가 지표는 모두 뽑아보는 게 좋은가요,이론
강의 다시 보기는 평일 기준 익일 17시 정도에 업로드되는 건가요 강의 다시 보기 목록에 python 2일차 수업은 없는데 금요일 수업은 다음 주 월요일에 업로드되나요,시스템 운영
강의하신 내용 중에 전체 비율을 표시하잖아요 1  titanicSurvivedmean 을 뺀다고 하면 Survived은 생존자와 사망자 합친 것에 평균이잖아요 그런데 생존율에서 1을 빼면 사망률이 되고 반대로 사망률에서 1을 빼면 생존율이 되는데 어떻게 전체 비율이 되는 거죠 ,코드2
악성파일 다운로드 및 실행 실습 중 사진과 같은 에러가 생겼습니다,웹
안녕하세요 코딩 마스터스를 풀다가 도움을 받고자 문의드립니다 3367 쪽수 문제입니다 i  intinputpage  0for i in range1 1001    if i  2  0        page  i  1        printpage    else        page  i  1        printpage 이렇게 코드를 작성해 보았는데 제가 어느 부분을 놓치고 있는 건지 도와주실 수 있나요,코드1
안녕하세요 네트워크 와이파이에 이상이 없는 것으로 보이는데 강의장 접속이 되지 않습니다 문의드립니다 감사합니다,시스템 운영
e가 붙은 수치를 정수 형태나 소수점 형태로 바꾸는 방법이 있을까요 추가적으로 e가 붙으면 뒤에로 붙는 숫자의 거듭제곱 형태로 보면 되는 걸로 아는데 이 사진의 첫 번째 값인 2500000e01라는 값은 2500000 X 10의 01승 즉 2500000 X 10이라는 값인가요,코드1
안녕하세요 수업 시간에 x축에 들어가는 것이 문자면 출력이 잘 되지만 정수 실수인 경우에는 그래프가 정확하게 출력이 되지 않기 때문에 문자열로 바꾸는 메서드라고 필기를 했습니다 정확하게 이해를 한 것인지 질문하고 싶습니다 감사합니다 ,코드2
안녕하세요 깃허브 등록이 안돼서 원격제어 부탁드립니다,원격
params에서 range는 정말 정하고 싶은 대로 정하면 되는 걸까요이게 헷갈립니다,코드2
아낙은 조금만 뒤로 밀어놓고 다른 걸 푸는 중에 또 질문이 생겼습니다 저는 덱과 프로덕트를 만들어 3 3 11들의 조합을 찾고 그 조합 예로 31을 요소 순차적으로 덱을 돌려 해당 값을 뽑는 프로그램을 짜는 도중에 예제 2에 대한 의문이 생겨 질문드립니다 예제 2번을 보면 15 7 4 4 6 8 13의 값이 주어집니다 1번부터 15번까지 배가 있고 처음 스타트는 7번입니다 여기서 4 6 8 13 수만큼을 통해 마지막 배 번호가 가장 큰 경우를 뽑는다고 이해를 했습니다 질문 1 저는 1번부터 15번 배까지 가득 찬 링버퍼 큐로 생각하고 있습니다 15를 초과하면 다시 1번으로 주어진 4 6 8 13에서 조합을 짤 때 1부터 15를 벗어나지 않는 범위로 짜야 하는 건지 여쭙니 다예를 들면 7번에서 4 하면 11번 배고 그다음 6 하면 17번 배링 버퍼로 따지면 2번 배는 15를 초과하기 때문에 6번으로만 가야 하는지,코드1
,코드2
답변해 주신 내용에 대해서는 이해가 되었습니다 3340번 커트라인 정하기 2 문제도 범위만 다른 같은 유형의 문제여서 마지막으로 질문드립니다 3289번 문제에서는 제가 예시로 들었던 5 310 10 10 10 10과 같이 모두 동점이면서 모두 상을 못 받는 경우가 마지막 테스트 케이스라고 추측됩니다 이와 같은 경우에는 왜 11점 이상을 무시하고 학생들 중 최고점에서 1점을 뺀 9점이 답이 되는지 이해가 쉽게 되지 않습니다 3340번 문제 풀 때도 위와 같은 경우는 이처럼 처리해야 하나 싶어 질문드립니다 감사합니다 3340번 문제도 위와 같이 풀어 pass는 되긴 했습니다 ,코드1
코딩을 했는데 결괏값이 소수가 아닌 것도 나와서 어떻게 바꾸면 될까요 a  for i in range21001    count0    for k in range2i        if ik0            count1    if count lt2        aappendiprinta,코드1
안녕하세요 이전 질문에서 궁금한 점이 생겨서 추가로 질문드립니다 kaggle의 20172021 데이터를 가지고 2022년 예측값을 생성하라고 하셨습니다 그렇다면 2021년 데이터를 이용해서 2022년 데이터를 예측하는 게 맞을까요 자세히 말해서 기준일의 데이터를 가지고 기준일  59일 1416시간의 총 생활인구수를 예측하는 것으로 이해했습니다 제가 이해한 게 맞을까요 답변 부탁드립니다 감사합니다,이론
안녕하세요 혹시 이번에 미니 프로젝트 2차 진행한 서울버스와 따른 이 데이터를 분석한 강사님 답안을 제공받을 수 있을까요 감사합니다,시스템 운영
그래프 생성 도중에 Image size of 4296247x607 pixels is too large It must be less than 216 in each direction이 런 에러가 나오는데 픽셀을 어떻게 줄이나요 figsize를 줄여도 해결이 안 됩니다,코드2
안녕하세요 VPC 세부정보 창을 보다가 강사님 화면과 다른 부분이 있어 문의 글을 작성하게 되었습니다 아래에 첨부한 이미지처럼 Route 53 Resolver DNS 방화벽 규칙 그룹 란에 규칙 그룹 로드 실패라고 뜨는데 이렇게 떠도 문제없이 실습을 진행할 수 있는지 궁금합니다 감사합니다,웹
annotation의 의미가 무엇인지 궁금합니다,이론
모델링 부분에서 오류가 떠요 타깃을 ET로 잡았습니다,코드2
딥러닝 레이어를 짤 때 dropout은 어떤 상황일 때 들어가거나 빼는 건가요,이론
인스턴스 생성하고 완료되었다는 메시지까지 확인했습니다 교안에서 34p 15번 모든 인스턴스 보기 눌러서 검색하는데 나오지 않습니다 새로 만들려고 했을 때  d021001mykey 가 있다고 나오는 걸 보면 인스턴스가 만들어진 것 같은데 어디서 찾을 수 있을까요,웹
kospi  stockprice60 1 KOSPIkosdaq  stockprice60 1 KOSDAQdf  kospicopydfkosdaq  kosdaqclosePricedfusd  usd60closePricedfrenamecolumns  closePrice  kospidfhead10 여기서 closePrice가 kospi로 안 바뀌는데 어디가 틀렸는지 알 수 있을까요 블록 따로 만들어도 실행해도 df로 다시 보면 closePrice로 되돌아와요,웹
kl 이랑 딥러닝 모델이랑 같이 올릴 수 있나요 저희가 admin 페이지에서 모델을 따로 올렸는데 이걸 한 번에 올릴만한 방법이 있을까요 ,웹
실습을 다 완료했는데 WAS에서 작업하는 도중에 DB 쪽에서는 화면이 갑자기 검은색으로 변했습니다 첨부파일과 같이 검은색으로 변했습니다 문제가 생긴 걸까요 실습은 다 진행하였고 마지막에 mainhtml 접속해서 확인까지 완료했습니다 감사합니다,웹
datadropduplicates 해도 행의 수가 달라지지 않는데 그냥 중복 데이터가 없다고 보면 되나요 그리고 두 feature 간의 상관계수가 094 정도로 크면 이 두 feature 중에 하나를 없애야 하나요,웹
실습 11핵심 활동에 운송업쿠팡을에서 하고 싶은 세 가지를 적었는데요 비즈니스 모델 정의해서 한 가지 정책을 가지고 정리를 해야 하는지 하고 싶은 여러 가지를 한 번에 기재해도 되는지 궁금하고 해당 내용을 적용하게 되면 인건비가 감소해서 고객사 입장에서의 경제적 이익을 가져다주는데 이를 꾸준한 이익이라고 볼 수 있는가에 대한 부분이 애매해서 이를 수입의 흐름에 작아도 되는지 궁금합니다 그리고 전체적으로 잘못된 부분 없는지 피드백 부탁드립니다 감사합니다,이론
 결측치 채우기 bike 성별 fillnaX inplaceTrue 확인 bikehead 성별이 키 에러가 나는데 위에 구문들을 다 재실행 시켜도 에러가 납니다 저기에서 무얼 잘못한 걸까요,코드2
printrange5printlistrange5printtyperange5range0 50 1 2 3 4  range라는 데이터의 모음집 클래스가  for 문에서 사용 시 for 문 이전에 range 값을 선언하거나  프린트로 선언하지 않고도 for i in range5 로도 쓰이는데   그게 가능한 이유가 range 함수의 출력값이 자동적으로 리스트의 하부에 있어서 그런가요,코드1
서버 여는 문제는 해결해서 지금 수업 내용은 따라가고 있습니다 수 업 앞 부분을 못 들었는데 파이썬으로 mysql 연결에서 호스트 데이터베이스에 넣어야 하는 값 알 수 있을까요,웹
안녕하세요 air2022 데이터 셋의 측정 일시를 datetime 타입으로 변환하는 중인데 다음과 같은 오류가 떠서요 데이터 셋 자체가 잘못된 것인지 아니면 함수에 문제가 있는 것인지 궁금합니다,코드2
1  AsIs랑 Problem을 어떻게 하면 명확하게 구분할 수 있을까요 2 과제로 해야 하는 내용을 명확하게 텍스트로 남겨주시면 더욱 감사할 것 같습니다,이론
제가 기초 30문제를 다 풀었고 문제에 푼 문제라 적혀져 있는데 랭킹에서는 29개 풀었다고 되어있습니다 확인 부탁드립니다,시스템 운영
어태커 실행이 불가능하여 실습을 할 수 없습니다 빠른 도움 부탁드립니다 감사합니다,웹
실습 파일 1번에서 merge 부분에서 틀린 게 없다고 생각되는데 계속 에러가 떠서 구글로 찾아도 안돼서 여쭤봅니다 dftotal  pdmergepnusignal dftotal howleft onRID 이렇게 merge 하려고 하는데 잘못된 게 있을까요,코드2
1 그동안은 강사님께서 직접 minmax scaling을 코드로 작성하여서 하셨는데 이번에는 sklearn의 minmaxscaler를 이용하셨습니다 x 데이터의 shape이 2차원이라서 어제까지의 데이터와는 다르게 sklearn의 minmaxscaler도 가능하다는 것은 알겠습니다 그런데 왜 직접 minmax scaling을 하면 안 되는지 궁금합니다 결과는 같지 않나요,코드2
 scaler은 xtrain을 학습시킨 모델이 되고 xtrain을 정규화 함 xtrain  scalerfittransformxtrain xtrain로부터 학습된 scaler 모델로 우리가 평가해야 하는 xval에 적용 xval  scalertransformxval 위의 주석처럼 이해했는데 머신러닝 수업에서는 x  datadroptarget axis1x  xxmin  xmaxxmin와 같이 xtrain과 xval 분리하기 전에 한 번에 스케일링하였습니다 이것이 xtrain과 xval 분리 후에는 각각 min max가 달라지기 때문에 xtrain에서 학습한 scaler를 통해 동일한 기반 설정으로 xval를 스케일링한 것이라고 생각하는데 그렇다면 fittransfrom transform 과정을 xtrain과 xval 분리 전에  x  xxmin  xmaxxmin 이 과정으로 대체 가능한지 궁금합니다,코드2
실무에서 데이터 분석을 진행할 때 주제가 정해져 있지 않은 분석 프로젝트의 경우 먼저 시장 환경 트렌드 분석을 먼저 진행한 후 문제점을 도출해 분석하게 되나요 ex 주제 이커머스 시장의 마케팅 전략을 도출하라 등반대로 주제가 정해져 있는 오늘 진행한 분석 프로젝트 같은 경우는 처음 분석을 시작할 때 정해져 있는 프로세스가 있는지 궁금합니다 분석가의 생각을 바탕으로 가설 검정을 여러 개 먼저 세운 후 시장 분석을 진행하는지 시장 환경 트렌드 분석 먼저 진행한 후 이슈를 먼저 파악하는지  도메인 지식을 먼저 파악하는지 실무에서 실제로 시행하는 데이터 분석 프로젝트를 진행하는 프로세스가 궁금합니다 ,이론
안녕하세요 공지에서 안내된 httpdataexcokr에서 시각화 자료 gt 시각화 gt 도시 간 소요 시간에서 서울 부산 사이 소요시간을 확인할 수 있는 것으로 알고 있습니다 2017년 이전의 시각화 자료는 제공되지 않던데 2017년 이후의 자료만을 가지고 과제를 진행하는 것이 출제의도인지 궁금합니다 아니면 도로교통공사에서 제공하는 다른 자료들을 종합하여 2017년 이전의 시간을 추론하는 것이 올바른지 질문드립니다 ,이론
 처음 받았던 key가 삭제되었다고 해서 key1로 다시 받아서 pdf 따라서 실습 진행하였는데 putty fatal error no supported authentication methods available server sent publickeygssapikeyexgssapiwithmic 이렇게 에러 나오는데 어떻게 해야 할까요 pdf 랑 다르게 실습하는 게 혹시 있을까요,웹
이유는 모르겠지만 아직 해결되지 않은 문제임에도 실수로 제출을 눌렀더니 푼 문제로 표시되었습니다 실행 속도는 0ms로 표시됩니다,시스템 운영
아까 dict 형태로 하면 key 값이 중복되면 엎어 치기 되어서 안 된다고 하셔 갖고 a 3 b 4 이런 식으로 만들었는데요 이 상태에서 숫자를 기준으로 나열한 후에 이름만 나열하는 방법은 없을까요,코드1
다시 한번 제출 부탁드립니다 번거로우실 텐데 감사합니다 ,시스템 운영
튜터님 안녕하세요 맨 아래 print 안을 f  string을 활용해서는 어떻게 표현할 수 있는지 여쭤봐도 될까요 딕셔너리 만들기 score  홍길동 85 80 90 95          한사랑 95 90 80 90          일지매 90 70 60 80for key value in scoreitems     print  key  sumvalue sep      ,코드1
해결 방법이 있을까요 아니면 배치 사이즈를 더 줄여야 하나요 16gt8gt4gt2로 계속 줄여보면서 돌렸는데 같은 에러가 뜹니다 혹시 target size가 너무 커서 그럴까 봐 160으로 줄여봤는데 여전히 에러가 나네요 ,코드2
,코드2
아까 between과 isin 차이 설명하시려 했던 건 기억이 나는데요 둘 차이가 정확히 뭘까요 아까 리스트 어쩌고 하셨던 건 기억이 나는데 제대로 못 들었습니다,코드2
2  y 같은 경우 데이터 프레임 형태나 시리즈 형태나 아무 형태로 들어가도 결과에 상관없을까요,코드2
안녕하세요 오늘 발표 시간에 제일 잘하신 상위 7분 모두 단일 값 갖는 변수 2개만 제거했는데 이에 관해 이에 대해 의문이 생겨 문의드립니다 1  먼저 단 변량 데이터 분포와 상관분석 진행 결과 urlhostnamelen 변수와 urldomainlen가 같은 값을 갖는다는 걸 확인할 수 있었는데 상위 7분 모두 해당 데이터를 그대로 들고 사용했습니다 이럴 때 중복 데이터라고 판단하지 않고 그대로 사용하는 경우가 맞는지 문의드립니다,웹
이전 절차를 다 완료한 후 검색창에서 CLOUD9를 검색한 후 OPEN IDE를 클릭하였더니 첨부한 이미지의 페이지로 넘어가 실습교재에 명시된 명령어를 찾아보았으나 없었습니다 왜 그러지 하고 봤는데 mysql 페이지가 아니라 어제 마지막 단계 다른 이들 숙제 종료 시점 페이지더군요 이전 88p에서 이미 만들어져 있었던 00000 설정을 지우고 새로이 만들었었는데 혹시 이게 문제였던 것일까요 해결법은 무엇이 있을지 궁금하여 질문 남깁니다 튜터님들 노고에 감사드립니다 ,웹
nums  listrange10numscopy1  nums                   그냥 복사 nums 값 변경 시 같이 값 바뀜 numscopy2  nums                전체 범위를 지정하여 복사 nums 값 변경해도 값 안 바뀜 확인 printnumscopy1printnumscopy2printnums  numscopy2printnums is numscopy2 제일 아래 2줄 실행 시 위에는 true 아래는 false가 나오는데 위의 경우 값이 동일하기 때문에 true인 것이고 아래의 경우 주솟값이 다르기 때문에 false라고 이해를 했습니다 그런데 변수 nums를 변경하지 않더라도 주솟값이 다르게 나오는 이유가 궁금합니다,코드1
datatocsvdata20220802csv index  False 위의 코드를 실행하면 아래와 같은 Error가 나는데 어떻게 해결해야 할까요 ImportError cannot import name FilePath from pandastyping CUsersUseranaconda3libsitepackagespandastypingpy,코드2
이미지 사이즈를 2828로 해서 모델을 돌리려는데 28281이 아니라 오류가 나오는데 여기서 어떻게 이미지 사이즈를 조정해야 될지 알고 싶습니다 resize를 28281로 하면 질문 3과 같은 에러가 뜹니다,코드2
원격 지원 링크가 잘못된 거 같습니다,원격
from sklearnpreprocessing import MinMaxScalerscaler  MinMaxScalerscalerfitdftotal 이렇게 작성하였는데 ValueError could not convert string to float router84875df7fcb5nxc7202551660 이런 에러가 뜨는데요 string이 있어서 그런 것 같은데 뭔가 변환을 해줘야 하는 건가요,코드2
xtrain과 xtest의 shape1이 달라 모델을 적용할 수 없다고 하는데 이를 어떻게 해결해야 할지 모르겠습니다,코드2
